seguridad.fecha_hecho;seguridad.cantidad;seguridad.latitud;seguridad.longitud;seguridad.sexo;seguridad.edad;seguridad.estado_civil;seguridad.grupo_actor;seguridad.actividad_delictiva;seguridad.parentesco;seguridad.ocupacion;seguridad.discapacidad;seguridad.grupo_especial;seguridad.medio_transporte;seguridad.nivel_academico;seguridad.testigo;seguridad.conducta;seguridad.modalidad;seguridad.caracterizacion;seguridad.conducta_especial;seguridad.arma_medio;seguridad.articulo_penal;seguridad.categoria_penal;seguridad.nombre_barrio;seguridad.codigo_barrio;seguridad.codigo_comuna;seguridad.lugar;seguridad.sede_receptora;seguridad.bien;seguridad.categoria_bien;seguridad.grupo_bien;seguridad.modelo;seguridad.color;seguridad.permiso;seguridad.unidad_medida
2017-01-04 17:00:00;1.0;6.20326723;-75.5593313;Hombre;52;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;El Tesoro;#1409;14;Vía pública;Poblado;Celular;Tecnología;Mercancía;-1;Plata;Sin dato;Sin dato
2017-01-04 15:00:00;1.0;6.27210659;-75.56045631;Hombre;26;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;Brasilia;#0414;4;Vía pública;Aranjuez;Radio;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-04 17:00:00;1.0;6.20326723;-75.5593313;Hombre;52;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;El Tesoro;#1409;14;Vía pública;Poblado;Celular;Tecnología;Mercancía;-1;Negro;Sin dato;Sin dato
2017-01-04 17:00:00;1.0;6.20326723;-75.5593313;Hombre;52;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;El Tesoro;#1409;14;Vía pública;Poblado;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;-1;Plata;Sin dato;Sin dato
2017-01-04 17:00:00;1.0;6.20326723;-75.5593313;Hombre;52;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;El Tesoro;#1409;14;Vía pública;Poblado;Elementos escolares;Elementos escolares;Mercancía;-1;Negro;Sin dato;Sin dato
2017-01-04 17:00:00;1.0;6.20326723;-75.5593313;Hombre;52;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;El Tesoro;#1409;14;Vía pública;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-04 17:00:00;1.0;6.20326723;-75.5593313;Hombre;52;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;El Tesoro;#1409;14;Vía pública;Poblado;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;-1;Oro;Sin dato;Sin dato
2017-01-04 17:00:00;1.0;6.20326723;-75.5593313;Hombre;52;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;El Tesoro;#1409;14;Vía pública;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-04 17:00:00;1.0;6.20326723;-75.5593313;Hombre;52;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;El Tesoro;#1409;14;Vía pública;Poblado;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;-1;Plata;Sin dato;Sin dato
2017-01-05 21:20:00;1.0;6.28071258;-75.57456728;Mujer;44;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;Sin dato;No;No;Sin dato;Sin dato;Córdoba;#0709;7;Bus de servicio público;Castilla;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-05 21:20:00;1.0;6.28071258;-75.57456728;Mujer;44;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;Sin dato;No;No;Sin dato;Sin dato;Córdoba;#0709;7;Bus de servicio público;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-06 17:15:00;1.0;6.23060064;-75.57500448;Hombre;30;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;De celular;No;Sin dato;Sin dato;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Celular;Tecnología;Mercancía;-1;Negro;Sin dato;Sin dato
2017-01-06 13:00:00;1.0;6.25705178;-75.56632157;Hombre;35;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;De celular;No;Sin dato;Sin dato;Jesús Nazareno;#1003;10;Estación del Metro;Candelaria;Celular;Tecnología;Mercancía;-1;Negro;Sin dato;Sin dato
2017-01-07 15:50:00;1.0;6.23125657;-75.60099509;Mujer;22;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Sin dato;Objeto contundente;Sin dato;Sin dato;Belén;#1603;16;Bus de servicio público;Belén;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-07 15:50:00;1.0;6.23125657;-75.60099509;Mujer;22;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Sin dato;Objeto contundente;Sin dato;Sin dato;Belén;#1603;16;Bus de servicio público;Belén;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-07 16:40:00;1.0;6.25265169;-75.56854036;Mujer;50;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;De celular;Arma cortopunzante;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-08 16:00:00;1.0;6.28388665;-75.58346953;Mujer;33;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Escopolamina;Sin dato;Sin dato;López de Mesa;#0710;7;Vía pública;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-08 23:20:00;1.0;6.24175126;-75.55137958;Hombre;39;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;Barrio Caycedo;#0906;9;Vía pública;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-08 20:30:00;1.0;6.25445399;-75.56931493;Hombre;62;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;Estación Villa;#1005;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-09 16:00:00;1.0;6.30020091;-75.55223513;Hombre;56;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;A taxista;Arma cortopunzante;Sin dato;Sin dato;La Francia;#0205;2;Vía pública;Santa Cruz;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-10 16:00:00;1.0;6.23050465;-75.57530489;Mujer;36;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;No;Sin dato;Sin dato;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Cédula;Documentos;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-10 11:20:00;1.0;6.22123628;-75.58024015;Mujer;32;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;De celular;Arma de fuego;Sin dato;Sin dato;Santa Fé;#1504;15;Vía pública;Belén;Celular;Tecnología;Mercancía;-1;Blanco;Sin dato;Sin dato
2017-01-10 10:30:00;1.0;6.25325359;-75.58292236;Mujer;29;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;De celular;No;Sin dato;Sin dato;Suramericana;#1102;11;Estación del Metro;Laureles;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-10 16:00:00;1.0;6.23050465;-75.57530489;Mujer;36;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;No;Sin dato;Sin dato;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-11 09:30:00;1.0;6.25721029;-75.56680765;Hombre;52;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;De celular;No;Sin dato;Sin dato;Jesús Nazareno;#1003;10;Bus de servicio público;Candelaria;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-12 16:00:00;1.0;6.21307357;-75.57763123;Hombre;22;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;De celular;No;Sin dato;Sin dato;Patio Bonito;#1421;14;Estación del Metro;Poblado;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-12 12:00:00;1.0;6.23794909;-75.60840335;Hombre;34;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;Sin dato;Sin dato;No;Sin dato;Sin dato;La Castellana;#1110;11;Vía pública;Laureles;Computador;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-14 14:30:00;1.0;6.30003749;-75.55846852;Mujer;35;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;Sin dato;No;Sin dato;Sin dato;Héctor Abad Gómez;#0507;5;Estación del Metro;Castilla;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-14 14:30:00;1.0;6.30003749;-75.55846852;Mujer;35;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;Sin dato;No;Sin dato;Sin dato;Héctor Abad Gómez;#0507;5;Estación del Metro;Castilla;Cédula;Documentos;Mercancía;-1;Amarillo;Sin dato;Sin dato
2017-01-14 14:15:00;1.0;6.25088062;-75.56738164;Mujer;46;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;De celular;Arma cortopunzante;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-14 16:10:00;1.0;6.26419053;-75.56744849;Mujer;36;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Raponazo;Sin dato;De celular;No;Sin dato;Sin dato;Jesús Nazareno;#1003;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;-1;Gris;Sin dato;Sin dato
2017-01-14 16:50:00;1.0;6.28168038;-75.60442831;Mujer;33;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;Sin dato;Sin dato;No;Sin dato;Sin dato;Cucaracho;#0718;7;Vía pública;Castilla;Computador;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-16 06:30:00;1.0;6.19756867;-75.59001412;Mujer;49;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;No;Sin dato;Sin dato;La Colina;#1511;15;Bus de servicio público;Belén;Cédula;Documentos;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-16 06:30:00;1.0;6.19756867;-75.59001412;Mujer;49;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;No;Sin dato;Sin dato;La Colina;#1511;15;Bus de servicio público;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-17 23:00:00;1.0;6.20922971;-75.56816217;Hombre;25;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;Sin dato;No;No;Sin dato;Sin dato;El Poblado;#1418;14;Vía pública;Poblado;Computador;Tecnología;Mercancía;-1;Negro;Sin dato;Sin dato
2017-01-17 06:10:00;1.0;6.30020948;-75.55869129;Hombre;27;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;De celular;No;Sin dato;Sin dato;Héctor Abad Gómez;#0507;5;Estación del Metro;Castilla;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-18 19:00:00;1.0;6.24458821;-75.59471335;Hombre;59;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;De celular;Arma cortopunzante;Sin dato;Sin dato;Laureles;#1108;11;Vía pública;Laureles;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-18 02:00:00;1.0;6.29630109;-75.58611956;Hombre;25;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;A taxista;Arma de fuego;Sin dato;Sin dato;Picacho;#0608;6;Bus de servicio público;Doce de Octubre;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-18 19:30:00;1.0;6.25474158;-75.57832939;Mujer;26;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Raponazo;Sin dato;No;No;Sin dato;Sin dato;Carlos E. Restrepo;#1101;11;Vía pública;Laureles;Celular;Tecnología;Mercancía;-1;Oro;Sin dato;Sin dato
2017-01-18 07:30:00;1.0;6.29992462;-75.55633598;Mujer;36;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;Sin dato;No;Sin dato;Sin dato;La Francia;#0205;2;Vía pública;Santa Cruz;Billetera;Prendas de vestir y accesorios;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-19 09:00:00;1.0;6.21124247;-75.57004776;Hombre;45;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;De celular;Arma de fuego;Sin dato;Sin dato;El Poblado;#1418;14;Vía pública;Poblado;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-19 16:30:00;1.0;6.21300233;-75.57784762;Mujer;45;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;Sin dato;No;Sin dato;Sin dato;Patio Bonito;#1421;14;Estación del Metro;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-19 16:30:00;1.0;6.21300233;-75.57784762;Mujer;45;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;Sin dato;No;Sin dato;Sin dato;Patio Bonito;#1421;14;Estación del Metro;Poblado;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-20 09:00:00;1.0;6.25035004;-75.56047228;Mujer;58;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;No;Sin dato;Sin dato;Boston;#1016;10;Vehículo particular;Candelaria;Cédula;Documentos;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-20 19:45:00;1.0;6.28790303;-75.57021406;Mujer;28;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;De celular;Arma de fuego;Sin dato;Sin dato;Castilla;#0511;5;Vía pública;Castilla;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-20 09:00:00;1.0;6.25035004;-75.56047228;Mujer;58;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;No;Sin dato;Sin dato;Boston;#1016;10;Vehículo particular;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-21 14:25:00;1.0;6.24278046;-75.55483427;Hombre;32;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;Barrio Caycedo;#0906;9;Vía pública;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-21 14:25:00;1.0;6.24278046;-75.55483427;Hombre;32;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;Barrio Caycedo;#0906;9;Vía pública;Buenos Aires;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-21 15:00:00;1.0;6.24975546;-75.59122648;Mujer;34;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;De celular;Arma de fuego;Sin dato;Sin dato;Florida Nueva;#1117;11;Vía pública;Laureles;Celular;Tecnología;Mercancía;-1;Blanco;Sin dato;Sin dato
2017-01-22 19:30:00;1.0;6.24432158;-75.56980904;Mujer;24;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;De celular;Arma cortopunzante;Sin dato;Sin dato;Barrio Colón;#1013;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-22 19:00:00;1.0;6.24986211;-75.5687603;Hombre;34;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Sin dato;Arma cortopunzante;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-23 15:10:00;1.0;6.22961942;-75.57562675;Hombre;28;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;De celular;No;Sin dato;Sin dato;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Celular;Tecnología;Mercancía;-1;Negro;Sin dato;Sin dato
2017-01-23 17:30:00;1.0;6.25236573;-75.56767535;Mujer;31;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Autobus;Sin dato;Sin dato;Hurto a persona;Raponazo;Sin dato;De celular;No;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;-1;Sin dato;Sin dato;Sin dato
2017-01-23 15:10:00;1.0;6.22961942;-75.57562675;Hombre;28;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;De celular;No;Sin dato;Sin dato;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;-1;Sin dato;Sin dato;Sin dato
